iter	Logloss
139	0.06427967292
140	0.06426181511
141	0.06423965671
142	0.06421114652
143	0.06419313883
144	0.06416702789
145	0.06414628809
146	0.06411312466
147	0.06408358143
148	0.06404831259
149	0.06402203509
150	0.06399711813
151	0.06398154504
152	0.06395211191
153	0.06393509582
154	0.06391610257
155	0.06389337143
156	0.06386852566
157	0.06384315066
158	0.06381995399
159	0.06380654988
160	0.06379098847
161	0.06376760443
162	0.06373675749
163	0.06371249724
164	0.06369583024
165	0.06367778465
166	0.06365403666
167	0.06363103185
168	0.06361022716
169	0.06359133774
170	0.06357892273
171	0.06356327792
172	0.06354938427
173	0.06353475211
174	0.06351370462
175	0.06349531965
176	0.06347226104
177	0.06345437436
178	0.06343404462
179	0.06341648932
180	0.06340006842
181	0.06337608996
182	0.0633546853
183	0.06332978051
184	0.0633074924
185	0.06329568056
186	0.06327961854
187	0.0632558974
188	0.06324062048
189	0.06321453823
190	0.06319215245
191	0.06317536407
192	0.06315344423
193	0.06312637076
194	0.06310610485
195	0.06308775088
196	0.06307391223
197	0.06304915408
198	0.06302036165
199	0.06299334876
200	0.06297333144
201	0.06295979453
202	0.06294629375
203	0.06293005343
204	0.06291409046
205	0.06289168461
206	0.06287025777
207	0.06284738756
208	0.06282314422
209	0.06280787991
210	0.06278746096
211	0.06276851124
212	0.06275365876
213	0.06273741827
214	0.06271762276
215	0.06269815336
216	0.06268319818
217	0.06266141805
218	0.06263906759
219	0.06262732389
220	0.06260862701
221	0.0625954815
222	0.06259004281
223	0.06257536908
224	0.06255757184
225	0.06253984382
226	0.06251436622
227	0.06249504753
228	0.06248010791
229	0.06246771694
230	0.06245303162
231	0.06243273509
232	0.06240835917
233	0.0623922112
234	0.06236973594
235	0.06236314273
236	0.06234866977
237	0.06232749288
238	0.06231267663
239	0.06229012486
240	0.06227042289
241	0.06226043138
242	0.06224632295
243	0.06222932591
244	0.06221320986
245	0.06219632653
246	0.06217524848
247	0.06215534838
248	0.06213832634
249	0.06211682439
250	0.06210275335
251	0.06208580238
252	0.06206647486
253	0.06204427832
254	0.06202778231
255	0.06200234588
256	0.06198820996
257	0.06197511564
258	0.0619633302
259	0.06194648399
260	0.06192896897
261	0.06191243625
262	0.06189431403
263	0.06187714522
264	0.06186546396
265	0.06185218041
266	0.06184442773
267	0.06182930596
268	0.06181232805
269	0.06179857872
270	0.0617870801
271	0.06176871308
272	0.06174996794
273	0.06172173568
274	0.06170766211
275	0.06169733017
276	0.06167884546
277	0.0616640273
278	0.06164345942
279	0.06163004665
280	0.06161560009
281	0.06160718553
282	0.06159216688
283	0.06157777946
284	0.06156269009
285	0.06154150063
286	0.06152360803
287	0.06150870913
288	0.06149574944
289	0.06147543693
290	0.06145558126
291	0.06144236096
292	0.06143170481
293	0.0614207176
294	0.06140766537
295	0.06139297872
296	0.06137823835
297	0.06136779223
298	0.06134922474
299	0.06134136363
300	0.06133306189
301	0.06132515268
302	0.06131487805
303	0.06129776894
304	0.06128570742
305	0.06127974098
306	0.06126683837
307	0.06125552525
308	0.06124301181
309	0.06122611811
310	0.06121853293
311	0.0612071895
312	0.06118549638
313	0.0611704193
314	0.06116295451
315	0.06115376193
316	0.06113000367
317	0.06111275364
318	0.06109108726
319	0.06107671853
320	0.06106503836
321	0.06105225158
322	0.0610361034
323	0.06102307853
324	0.06100668073
325	0.06099573855
326	0.06098312096
327	0.06097209327
328	0.06096206884
329	0.06095191122
330	0.06094107407
331	0.06092406112
332	0.06090505604
333	0.06088722741
334	0.06087709772
335	0.06086699942
336	0.06083937262
337	0.06082034259
338	0.06080949875
339	0.06079663899
340	0.06077561
341	0.06076552846
342	0.06075624891
343	0.06073701635
344	0.06072219242
345	0.06070997671
346	0.0607023009
347	0.06069233574
348	0.0606830445
349	0.06067555149
350	0.060663022
351	0.06065531975
352	0.06064686105
353	0.06063505554
354	0.06061690656
355	0.06060932701
356	0.06059626271
357	0.06058728092
358	0.06057744226
359	0.06056855181
360	0.06054717387
361	0.06053291369
362	0.06052215832
363	0.06050720601
364	0.06049999436
365	0.06048255477
366	0.06046944739
367	0.06045390744
368	0.06043820806
369	0.06042395248
370	0.06041685414
371	0.06040454054
372	0.06039227035
373	0.0603798271
374	0.0603586597
375	0.06034688056
376	0.06033759249
377	0.06032683722
378	0.06031258443
379	0.06029747189
380	0.06028927705
381	0.06027575138
382	0.06026291365
383	0.06025249657
384	0.06024624646
385	0.06023192265
386	0.06021924758
387	0.0602003836
388	0.06017970087
389	0.06016363236
390	0.06015333088
391	0.06013834141
392	0.06012808391
393	0.06011665778
394	0.06010829835
395	0.0600998542
396	0.06007669669
397	0.06006846883
398	0.06005287827
399	0.06002909408
400	0.06001556788
401	0.05999526769
402	0.05998868945
403	0.05997200115
404	0.05996324985
405	0.05994748413
406	0.05993464861
407	0.05991846216
408	0.05990669465
409	0.05989005826
410	0.05987952571
411	0.05986826257
412	0.05986108923
413	0.05985139278
414	0.05983419899
415	0.05982106227
416	0.05980680864
417	0.05979579203
418	0.05978398287
419	0.05977588198
420	0.05976115554
421	0.05974576438
422	0.05972860406
423	0.0597172305
424	0.05970041514
425	0.05968609349
426	0.05966072144
427	0.05965359384
428	0.05963433248
429	0.05961879087
430	0.05960745548
431	0.05958269983
432	0.05956518056
433	0.05955278587
434	0.05953427288
435	0.05952203635
436	0.05950798849
437	0.05949409742
438	0.05948128492
439	0.05947214251
440	0.05945978169
441	0.05944958162
442	0.05943057036
443	0.05941532495
444	0.05940578114
445	0.05939218991
446	0.05937995747
447	0.05936530375
448	0.05935333163
449	0.05934218983
450	0.05932371804
451	0.05930928414
452	0.05929005329
453	0.0592731142
454	0.05925656289
455	0.05924683266
456	0.05923492141
457	0.05921964428
458	0.05920941527
459	0.059195222
460	0.0591791103
461	0.05916649539
462	0.05915760704
463	0.05914670779
464	0.05913966958
465	0.05912779887
466	0.05911426329
467	0.05910461923
468	0.05908917974
469	0.05907287341
470	0.0590647875
471	0.05905446822
472	0.05904420261
473	0.05903142808
474	0.05901901993
475	0.05900394232
476	0.05898973422
477	0.05897415957
478	0.05896137565
479	0.0589477471
480	0.05893212163
481	0.05891885979
482	0.0589083932
483	0.05889418879
484	0.05888798564
485	0.05887801461
486	0.05886516101
487	0.05885070814
488	0.05884357891
489	0.0588301604
490	0.05882004842
491	0.05879880476
492	0.05878727259
493	0.05877557508
494	0.05877005803
495	0.05876101951
496	0.05875237533
497	0.05873996207
498	0.05873033328
499	0.0587197377
500	0.05870256794
501	0.05869549048
502	0.05868750146
503	0.05867840785
504	0.05866603377
505	0.05865177094
506	0.05864078222
507	0.05862564801
508	0.05861749094
509	0.05860224121
510	0.05858880041
511	0.05858249204
512	0.05857266609
513	0.05855584049
514	0.05853988763
515	0.05853033849
516	0.05852199354
517	0.05850950698
518	0.0585036899
519	0.05849640632
520	0.05848762035
521	0.05846816718
522	0.05845543019
523	0.05844877924
524	0.05844215496
525	0.05843236152
526	0.05841681108
527	0.05840977729
528	0.05840117108
529	0.05838414901
530	0.05837065331
531	0.0583625934
532	0.05835251417
533	0.05833808328
534	0.05832181781
535	0.05831051229
536	0.05830216994
537	0.05829227434
538	0.05828517422
539	0.05827474911
540	0.05826087336
541	0.05824654275
542	0.05823362198
543	0.05822018234
544	0.05821195694
545	0.05820276336
546	0.05819316929
547	0.05817652742
548	0.05816318583
549	0.05815606976
550	0.05814985084
551	0.05813519133
552	0.05812323587
553	0.05811032256
554	0.05809123326
555	0.05807524242
556	0.05806519504
557	0.05804935806
558	0.05803603041
559	0.05802207896
560	0.05800747308
561	0.05799480031
562	0.05799108598
563	0.05798376622
564	0.05797249666
565	0.05796566509
566	0.05794965294
567	0.05794031257
568	0.05791990711
569	0.05791340808
570	0.05790463082
571	0.05789868463
572	0.05788497831
573	0.05787926126
574	0.05786489737
575	0.05785772791
576	0.05784371016
577	0.05783568033
578	0.05783364647
579	0.05782345767
580	0.05781179309
581	0.05780491469
582	0.05779814765
583	0.05778514603
584	0.05777095602
585	0.05775853792
586	0.05774825521
587	0.05773911311
588	0.05772399923
589	0.05771829621
590	0.05770522335
591	0.05769175291
592	0.05768517152
593	0.05768103243
594	0.05766918734
595	0.05765823429
596	0.05765114576
597	0.05763676589
598	0.05762439158
599	0.05761629719
600	0.05761210917
